,User,Tweet Data,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
140,CBS News,How an Eagle Scout became a first responder in the deadly Amtrak derailment in Washington state:… https://t.co/2aI0VB7S3v,Tue Dec 19 13:00:02 +0000 2017,0.0,0.0,1.0,0.0,60
141,CBS News,"RT @margbrennan: “That’s just not true,” McMaster says of fmr DNI Clapper’s charge that @POTUS is being manipulated by Vladimir Putin @CBST…",Tue Dec 19 12:46:59 +0000 2017,-0.3818,0.0,0.89,0.11,59
142,CBS News,"RT @CBSThisMorning: ??  House Republicans unveil $81 billion disaster aid package.

?? Senator McCain expressed his thanks for overwhelming…",Tue Dec 19 12:46:31 +0000 2017,-0.296,0.121,0.708,0.171,58
143,CBS News,Florida's Department of Health is looking into claims that a Gulf Coast school made hundreds of people sick from di… https://t.co/Q0dsrD70Na,Tue Dec 19 12:43:24 +0000 2017,-0.5106,0.0,0.852,0.148,57
144,CBS News,German air safety authorities clear an Air Berlin pilot who aborted his final landing at the last moment to make a… https://t.co/bQVKXkLtmV,Tue Dec 19 12:40:01 +0000 2017,0.6597,0.213,0.787,0.0,56
145,CBS News,A woman is running the Carolina Panthers on Tuesday morning after owner Jerry Richardson announced plans to sell th… https://t.co/egdcRTiIOu,Tue Dec 19 12:38:36 +0000 2017,0.0,0.0,1.0,0.0,55
146,CBS News,Canadian police are calling the deaths of one of the world's wealthiest men and his wife suspicious.  Barry Sherman… https://t.co/ptsPNfCBDQ,Tue Dec 19 12:34:13 +0000 2017,0.1779,0.135,0.759,0.105,54
147,CBS News,"“We can’t repeat the failed process of the past,” McMaster says on negotiations with North Korea https://t.co/ewkVw6T3xq",Tue Dec 19 12:29:12 +0000 2017,-0.5106,0.0,0.829,0.171,53
148,CBS News,“What happens when North Korea gets this capability? What if other nations in the region arm in this way? That’s go… https://t.co/ueM0FxAcHh,Tue Dec 19 12:27:03 +0000 2017,0.0,0.0,1.0,0.0,52
149,CBS News,The White House is expressing concern about threats posed by Russia and China. National Security Adviser Lt. Gen. H… https://t.co/HsiLKXkHol,Tue Dec 19 12:24:39 +0000 2017,-0.1027,0.103,0.776,0.121,51
150,CBS News,The White House blames North Korea for a worldwide cyber attack that cost billions of dollars. This comes as North… https://t.co/cTymg8HwF5,Tue Dec 19 12:21:55 +0000 2017,-0.7003,0.0,0.756,0.244,50
151,CBS News,Here are 3 moves you should make by the end of 2017 if the GOP tax bill becomes law: https://t.co/dtdHruCE5m https://t.co/kacPITsONp,Tue Dec 19 12:20:01 +0000 2017,0.0,0.0,1.0,0.0,49
152,CBS News,The House of Representatives will vote today on the final Republican tax reform bill and the Senate may vote on it… https://t.co/TydLQdkMXn,Tue Dec 19 12:19:29 +0000 2017,0.0,0.0,1.0,0.0,48
153,CBS News,The world’s busiest airport in Atlanta is getting back to normal after the crippling power outage that stranded nea… https://t.co/3zUruXv1Qc,Tue Dec 19 12:16:58 +0000 2017,0.0,0.0,1.0,0.0,47
154,CBS News,"One of the first responders to the deadly Amtrak derailment in Washington state was a civilian who says he did a ""s… https://t.co/SdignAMrM8",Tue Dec 19 12:14:18 +0000 2017,0.0,0.0,1.0,0.0,46
155,CBS News,"“That’s one of the things we’re going to be investigating,” NTSB's Bella Dinh-Zarr says when asked why train was go… https://t.co/txgXcaLdgO",Tue Dec 19 12:10:57 +0000 2017,0.0,0.0,1.0,0.0,45
156,CBS News,"NTSB's Bella Dinh-Zarr, who is at the scene of the Amtrak derailment in DuPont, Washington, joins @CBSThisMorning t… https://t.co/3q8AxSUxcR",Tue Dec 19 12:08:42 +0000 2017,0.0,0.0,1.0,0.0,44
157,CBS News,The NTSB says the train in the deadly Amtrak derailment in Washington state was clocked at 80 mph in a 30 mph zone.… https://t.co/mlupiJC9Zf,Tue Dec 19 12:06:05 +0000 2017,0.0,0.0,1.0,0.0,43
158,CBS News,"A Soyuz spacecraft carrying a Russian commander, a NASA flight engineer and a Japanese physician-astronaut has dock… https://t.co/8TReRBNjZL",Tue Dec 19 12:00:01 +0000 2017,0.0,0.0,1.0,0.0,42
159,CBS News,"RT @CBSThisMorning: THIS MORNING:
?Lieutenant General H. R. McMaster joins us from the White House
?@axios Executive editor and co-founder…",Tue Dec 19 11:52:56 +0000 2017,0.0,0.0,1.0,0.0,41
160,CBS News,RT @CBSThisMorning: Ahead on @CBSThisMorning... https://t.co/R5WrWDpMjG,Tue Dec 19 11:52:48 +0000 2017,0.0,0.0,1.0,0.0,40
161,CBS News,AHEAD: We are taking a look at the far-reaching impact of the #MeToo movement. Two of the reporters who started the… https://t.co/2SI02CH3Gz,Tue Dec 19 11:45:01 +0000 2017,0.0,0.0,1.0,0.0,39
162,CBS News,AHEAD: National Security Adviser H.R. McMaster joins @CBSThisMorning to discuss the president's new national securi… https://t.co/ozCM6r6DmE,Tue Dec 19 11:40:01 +0000 2017,0.34,0.138,0.862,0.0,38
163,CBS News,Monday brought yet another powerful surge in stock prices -- but can stocks possibly climb any higher?… https://t.co/7mT3ESVQHQ,Tue Dec 19 11:35:44 +0000 2017,0.2263,0.101,0.899,0.0,37
164,CBS News,AHEAD: @CBSThisMorning reports from Washington State with the latest on the deadly train derailment. An Eagle Scout… https://t.co/eo7UaX3zoO,Tue Dec 19 11:30:01 +0000 2017,0.0,0.0,1.0,0.0,36
165,CBS News,Chinese government criticizes President Trump's decision to label Beijing a strategic rival and calls on Washington… https://t.co/BKCtoohElc,Tue Dec 19 11:20:01 +0000 2017,-0.34,0.0,0.862,0.138,35
166,CBS News,"Father, son drown when undertow takes them out to sea off California coast https://t.co/cMe1KH9QB1 https://t.co/dQVJY53DIy",Tue Dec 19 11:03:07 +0000 2017,-0.5719,0.0,0.791,0.209,34
167,CBS News,Bob Corker wants to know how a real estate provision wound up in final GOP tax plan https://t.co/LNmRAcLBOz https://t.co/7bGtfBWc2N,Tue Dec 19 10:48:05 +0000 2017,0.0,0.0,1.0,0.0,33
168,CBS News,2 horses killed as birthday celebration takes a tragic turn https://t.co/A2YSHvGop0 https://t.co/6e4uEEk5Lv,Tue Dec 19 10:33:09 +0000 2017,-0.8176,0.0,0.516,0.484,32
169,CBS News,Mayor resigns after using disabled parking placards which belonged to the deceased https://t.co/cuSJQrjapt https://t.co/OMLQtLsYHO,Tue Dec 19 10:18:08 +0000 2017,-0.3182,0.0,0.85,0.15,31
170,CBS News,"Arizona Senator John McCain tweets, ""I'm feeling well"" https://t.co/Tc3tSHM1sm https://t.co/bKa7FUsTBb",Tue Dec 19 10:03:05 +0000 2017,0.3818,0.31,0.69,0.0,30
171,CBS News,Ex-student avoids hate crime charge in campus body fluid smearing case https://t.co/mvWXdf2kdH https://t.co/DCnsm0LmBo,Tue Dec 19 09:48:05 +0000 2017,-0.836,0.0,0.529,0.471,29
172,CBS News,"Poll: Most Americans say ""Merry Christmas"" during holiday season https://t.co/RCjK5JzV6K https://t.co/qaaZS2A0Kg",Tue Dec 19 09:41:54 +0000 2017,0.7553,0.418,0.582,0.0,28
173,CBS News,Russian Soyuz brings three-man crew to space station https://t.co/GMs4pFrYrN https://t.co/yuQWRx0dSs,Tue Dec 19 09:32:08 +0000 2017,0.0,0.0,1.0,0.0,27
174,CBS News,FDA plans crackdown on homeopathic remedies https://t.co/ipv7JMPNTv https://t.co/SFoMEDlyk3,Tue Dec 19 09:18:09 +0000 2017,0.0,0.0,1.0,0.0,26
175,CBS News,Amtrak train that derailed was going 80 mph in 30 mph zone: NTSB https://t.co/iOOKnOYcBr https://t.co/eZnz5n7dEs,Tue Dec 19 09:12:04 +0000 2017,-0.34,0.0,0.854,0.146,25
176,CBS News,Controversial call helps Patriots nip Steelers in key game https://t.co/WJJZKdVFzj https://t.co/sqB3Ap0ujW,Tue Dec 19 09:03:05 +0000 2017,0.2023,0.194,0.672,0.134,24
177,CBS News,Danica Patrick and Ricky Stenhouse Jr. break up after 5 years https://t.co/33OurB85wC https://t.co/L4pXNyDuJw,Tue Dec 19 08:18:08 +0000 2017,0.0,0.0,1.0,0.0,23
178,CBS News,Vice President Mike Pence further delays trip to Middle East https://t.co/y8CuLkrXDf https://t.co/86E0Gfzah8,Tue Dec 19 08:03:06 +0000 2017,0.0,0.0,1.0,0.0,22
179,CBS News,Miss Iraq Universe threatened for selfie with Miss Israel https://t.co/dnL7BJ7Hfz https://t.co/tki8SRNDHR,Tue Dec 19 07:48:03 +0000 2017,-0.6369,0.0,0.563,0.437,21
180,CBS News,Police: Mom fatally stabbed; three kids in home unharmed https://t.co/dL2o0OFYMS https://t.co/JUyTVq8OWn,Tue Dec 19 07:33:05 +0000 2017,-0.7964,0.0,0.559,0.441,20
181,CBS News,"North Korea ""directly responsible"" for massive cyberattack: W.H. official https://t.co/leyhtXVvzJ https://t.co/WmaRBU1NrV",Tue Dec 19 07:18:07 +0000 2017,0.3182,0.187,0.813,0.0,19
182,CBS News,"Berkshire Hathaway shares hit $300,000 https://t.co/nBz9H1cqs3 https://t.co/LE0tECr4dD",Tue Dec 19 07:03:05 +0000 2017,0.296,0.268,0.732,0.0,18
183,CBS News,"Single mother of four says stranger ""saved Christmas"" with generous tip https://t.co/9VPrrjJynL https://t.co/fNjAZzPXxb",Tue Dec 19 06:48:04 +0000 2017,0.7269,0.357,0.643,0.0,17
184,CBS News,Neighbor recounts heartbreaking moments with mom and dying 2-year-old after shooting https://t.co/MhcBerJuDk https://t.co/I5WyReXZcY,Tue Dec 19 06:33:07 +0000 2017,-0.4588,0.0,0.8,0.2,16
185,CBS News,Bob Corker wants to know how a real estate provision wound up in final GOP tax plan https://t.co/FvnGfMrxKY https://t.co/pjyozU2Z6h,Tue Dec 19 06:18:05 +0000 2017,0.0,0.0,1.0,0.0,15
186,CBS News,Democratic Sens. Manchin and Leahy say Franken shouldn't have resigned https://t.co/bylq7dhKZc https://t.co/as4ixO3TmW,Tue Dec 19 06:03:04 +0000 2017,0.1877,0.137,0.863,0.0,14
187,CBS News,Lawsuit claims megachurch swindled elderly woman in Ohio https://t.co/LruycGjul1 https://t.co/RIiIt7xyBd,Tue Dec 19 05:48:04 +0000 2017,-0.2263,0.0,0.826,0.174,13
188,CBS News,Minnie Driver explains why she spoke out against Matt Damon's comments on sexual misconduct https://t.co/HHJ4afLInA https://t.co/k23J7jQqNX,Tue Dec 19 05:37:38 +0000 2017,0.0,0.0,1.0,0.0,12
189,CBS News,"Trump asked Duterte if Philippines has death penalty, Philippines ambassador says https://t.co/UVBecgdMkF https://t.co/GosAhKduGE",Tue Dec 19 05:28:08 +0000 2017,-0.7845,0.0,0.615,0.385,11
190,CBS News,Snoop Dogg hits back at George Zimmerman over Jay-Z threat https://t.co/TFY2ZtQO67 https://t.co/cj8ojoGWf5,Tue Dec 19 05:18:07 +0000 2017,-0.5267,0.0,0.764,0.236,10
191,CBS News,.@IAMMGraham commentary: Democrats may wish they'd supported Pres. Trump's tax reform bill https://t.co/vQsyBqB3Ig https://t.co/bUgWMkLtlf,Tue Dec 19 05:15:00 +0000 2017,0.6124,0.294,0.706,0.0,9
192,CBS News,Texas man sentenced for beheading wife in front of children https://t.co/SebdmWrOwo https://t.co/UqRkfX0Plm,Tue Dec 19 05:03:05 +0000 2017,-0.0258,0.0,0.909,0.091,8
193,CBS News,Alaska woman accused of driving a car into her boyfriend in Hawaii has been charged with attempted murder… https://t.co/A964q7PSqu,Tue Dec 19 04:45:01 +0000 2017,-0.4588,0.0,0.8,0.2,7
194,CBS News,.@pbump on how Trump's national security strategy connects with his core campaign messages: We've seen repeatedly i… https://t.co/thFPcSVxnr,Tue Dec 19 04:37:18 +0000 2017,0.34,0.124,0.876,0.0,6
195,CBS News,Vermont man who in a jealous rage doused his estranged wife with industrial-strength lye and burned her so badly sh… https://t.co/tyeJ1OK9ht,Tue Dec 19 04:15:01 +0000 2017,-0.8908,0.0,0.616,0.384,5
196,CBS News,"Colorado authorities are looking for Kimberlee Graves, 41, who was last seen at her home on the night of Dec. 4… https://t.co/CglEM1cNJG",Tue Dec 19 03:51:30 +0000 2017,-0.296,0.0,0.905,0.095,4
197,CBS News,"New research looks at different methods tested in the hopes of protecting brain health, and it comes to a dishearte… https://t.co/zfjvIGKTxn",Tue Dec 19 03:21:01 +0000 2017,0.4215,0.128,0.872,0.0,3
198,CBS News,"North Korea is behind the WannaCry cyberattack that plagued multiple industries earlier this year, according to Whi… https://t.co/tSOKzbapeb",Tue Dec 19 02:58:32 +0000 2017,0.0,0.0,1.0,0.0,2
199,CBS News,Only a few obstacles remain as the GOP moves closer to passing the $1.46 trillion tax plan https://t.co/2PKa8J3bJN https://t.co/alHolkac4k,Tue Dec 19 02:30:01 +0000 2017,-0.3818,0.0,0.867,0.133,1
200,CNN,"Just 33% of Americans say they favor Republican proposals to reform the nation's tax code.

55% now oppose it, disa… https://t.co/45vN8BAprF",Tue Dec 19 18:00:19 +0000 2017,0.4019,0.119,0.881,0.0,100
201,CNN,"The House is expected to vote on the final version of the GOP tax bill today.

Will it pass? Republicans have the v… https://t.co/hGKYvORr2F",Tue Dec 19 17:50:07 +0000 2017,0.0,0.0,1.0,0.0,99
202,CNN,A former Pentagon official who led a recently revealed government program to research potential UFOs said he believ… https://t.co/HAdVGevtkB,Tue Dec 19 17:40:04 +0000 2017,0.0,0.0,1.0,0.0,98
203,CNN,Facebook will now alert you when friends upload a photo of you to the social network -- even if you aren't tagged i… https://t.co/PCUi5mlmzU,Tue Dec 19 17:30:18 +0000 2017,0.6486,0.202,0.798,0.0,97
204,CNN,Here's a breakdown of the current 2018 tax brackets vs those in the GOP tax plan: https://t.co/Hz93T5rwQI https://t.co/yXtTG1Nf5a,Tue Dec 19 17:21:17 +0000 2017,0.0,0.0,1.0,0.0,96
205,CNN,Facebook said it would start demoting posts that exploit its algorithm by fishing for user engagement… https://t.co/59DUZSmJxi,Tue Dec 19 17:20:16 +0000 2017,-0.1027,0.0,0.92,0.08,95
206,CNN,A video capturing an unidentified object flying off the coast of San Diego in 2004 has been released by the US Depa… https://t.co/MqeQGlwBLM,Tue Dec 19 17:10:02 +0000 2017,0.0,0.0,1.0,0.0,94
207,CNN,Here are five things you need to know about Trump's national security strategy https://t.co/I7fdj0WJGz https://t.co/JyNZZMWjqI,Tue Dec 19 17:03:00 +0000 2017,0.34,0.146,0.854,0.0,93
208,CNN,The Hall of Presidents at the Magic Kingdom Park at Disney World in Florida is reopening today -- featuring a new r… https://t.co/eQqH0F9UTN,Tue Dec 19 17:00:03 +0000 2017,0.0,0.0,1.0,0.0,92
209,CNN,"The Winter Olympics, a royal wedding and really, really good movies: Here are 18 things you can look forward to in… https://t.co/8VPm3qj52v",Tue Dec 19 16:50:09 +0000 2017,0.5379,0.148,0.852,0.0,91
210,CNN,Atlanta is a top pick to host Amazon's second headquarters. But will a massive power outage at the city's airport i… https://t.co/44yyH9109o,Tue Dec 19 16:40:11 +0000 2017,0.2023,0.087,0.913,0.0,90
211,CNN,President Trump disputes a Washington Post story alleging that he considered pulling his nomination of Neil Gorsuch… https://t.co/yHhVD1aULi,Tue Dec 19 16:30:10 +0000 2017,-0.2732,0.0,0.884,0.116,89
212,CNN,"White House national security adviser H.R. McMaster on a nuclear North Korea: ""We can't tolerate that risk""… https://t.co/5mhfCY5bfA",Tue Dec 19 16:20:05 +0000 2017,0.34,0.13,0.87,0.0,88
213,CNN,John Legend cast as Jesus Christ in upcoming NBC live musical https://t.co/g5buGrwqMD https://t.co/EKi67dxYed,Tue Dec 19 16:10:14 +0000 2017,0.0,0.0,1.0,0.0,87
214,CNN,"House Speaker Paul Ryan says he has ""no concerns whatsoever"" about public opposition to the GOP tax bill… https://t.co/vgKb9uWtcw",Tue Dec 19 16:00:08 +0000 2017,-0.296,0.0,0.891,0.109,86
215,CNN,McDonald's plans to start selling a McVegan burger in hundreds of restaurants across Sweden and Finland… https://t.co/dSIN3F7f5s,Tue Dec 19 15:54:31 +0000 2017,0.0,0.0,1.0,0.0,85
216,CNN,K-pop fans are mourning the death of SHINee singer Kim Jong-hyun who died in an apparent suicide in Seoul… https://t.co/rL0GeCwskn,Tue Dec 19 15:49:11 +0000 2017,-0.9423,0.0,0.518,0.482,84
217,CNN,"The Amtrak train that derailed Monday in Washington state was traveling 80 mph in a 30 mph zone, the NTSB says… https://t.co/xfxgF6nsuX",Tue Dec 19 15:35:08 +0000 2017,-0.34,0.0,0.893,0.107,83
218,CNN,"House GOP leadership speaks ahead of today’s expected tax bill vote.

Watch live: https://t.co/UYpqI3w42L 

Read th… https://t.co/ACXwaFfvOw",Tue Dec 19 15:26:26 +0000 2017,0.0,0.0,1.0,0.0,82
219,CNN,7 reasons why Republicans may have made a bad bet on the tax bill | Analysis by @CillizzaCNN https://t.co/c1fAF9vckJ https://t.co/BXC1hmH5Bd,Tue Dec 19 15:20:16 +0000 2017,-0.5423,0.0,0.821,0.179,81
220,CNN,McDonald's plans to start selling a McVegan burger in hundreds of restaurants across Sweden and Finland… https://t.co/5bYTmtrHBF,Tue Dec 19 15:10:11 +0000 2017,0.0,0.0,1.0,0.0,80
221,CNN,"What will the tax bill mean for your wallet? Here are some of @CNNMoney's takeaways:

1. It could change your tax r… https://t.co/GWCzxKEAmx",Tue Dec 19 15:00:14 +0000 2017,0.0,0.0,1.0,0.0,79
222,CNN,White House officially blames North Korea for massive 'WannaCry' cyberattack https://t.co/fvCLCfP5uv https://t.co/0rQQQPQAaY,Tue Dec 19 14:50:07 +0000 2017,-0.4019,0.0,0.803,0.197,78
223,CNN,"President Trump's approval rating hits 35%, his worst mark yet in CNN polling.

His approval ratings continue to be… https://t.co/pNer5T6kdf",Tue Dec 19 14:40:08 +0000 2017,0.2732,0.227,0.623,0.15,77
224,CNN,"Just 33% of Americans say they favor Republican proposals to reform the nation's tax code.

55% now oppose it, disa… https://t.co/XipC1KhpOA",Tue Dec 19 14:30:06 +0000 2017,0.4019,0.119,0.881,0.0,76
225,CNN,Senate Intelligence Chairman Richard Burr says his committee is examining Green Party candidate Jill Stein's campai… https://t.co/a0Re4EM5Me,Tue Dec 19 14:20:07 +0000 2017,0.7003,0.279,0.721,0.0,75
226,CNN,"RT @NewDay: Rep. Tim Ryan on his opposition to GOP tax bill: ""A few people are going to get some crumbs but the wealthiest people in the co…",Tue Dec 19 14:10:47 +0000 2017,0.6486,0.137,0.863,0.0,74
227,CNN,"The House is expected to vote on the final version of the GOP tax bill today.

Will it pass? Republicans have the v… https://t.co/gIxLRSzH3h",Tue Dec 19 14:10:09 +0000 2017,0.0,0.0,1.0,0.0,73
228,CNN,President Donald Trump and his administration have been sending a message in recent weeks: Trump's campaign rhetori… https://t.co/ziXef1ZPwA,Tue Dec 19 14:03:30 +0000 2017,0.0,0.0,1.0,0.0,72
229,CNN,"5 things for Tuesday:

- Amtrak crash
- Trump nominee
- Austria
- Libya
- ESPN

https://t.co/ChagVKBu1P https://t.co/8tmBtPmtzY",Tue Dec 19 13:51:55 +0000 2017,-0.4019,0.0,0.803,0.197,71
230,CNN,"Is the science and technology seen in the ""Star Wars"" movies even remotely possible? Physicist Don Lincoln takes a… https://t.co/CR1KpHy6od",Tue Dec 19 13:51:45 +0000 2017,-0.5574,0.0,0.841,0.159,70
231,CNN,"2017 in politics, GIF-wrapped https://t.co/eMFmVESi4H https://t.co/9i8NKevFTW",Tue Dec 19 13:39:11 +0000 2017,0.0,0.0,1.0,0.0,69
232,CNN,A former Pentagon official who led a recently revealed government program to research potential UFOs said he believ… https://t.co/EoKYH9aYQN,Tue Dec 19 13:31:40 +0000 2017,0.0,0.0,1.0,0.0,68
233,CNN,The day Republicans have been looking for has arrived: The House is expected to vote on the GOP tax plan sometime t… https://t.co/WKdB5UCckV,Tue Dec 19 13:17:38 +0000 2017,0.0,0.0,1.0,0.0,67
234,CNN,The Saudi Arabia-led coalition fighting Houthi rebels in Yemen says it has intercepted a ballistic missile south of… https://t.co/0PG6Ji8AEc,Tue Dec 19 13:15:10 +0000 2017,-0.5106,0.0,0.788,0.212,66
235,CNN,A video capturing an unidentified object flying off the coast of San Diego in 2004 has been released by the US Depa… https://t.co/dR8KkFnnl5,Tue Dec 19 13:05:51 +0000 2017,0.0,0.0,1.0,0.0,65
236,CNN,US uses veto to block a UN Security Council resolution critical of Trump administration's recognition of Jerusalem… https://t.co/BTzE2MoA76,Tue Dec 19 13:05:20 +0000 2017,-0.4215,0.111,0.648,0.241,64
237,CNN,"RT @NewDay: Sen. John Kennedy talks about the GOP tax bill: ""We cleaned up some of the problems ... A lot of the stuff that never made sens…",Tue Dec 19 13:00:34 +0000 2017,-0.4019,0.0,0.906,0.094,63
238,CNN,Top architects take us on a tour of Miami’s art deco heritage https://t.co/FLUYKWirUR (via @CNNStyle) https://t.co/lhzxIma0wf,Tue Dec 19 12:53:28 +0000 2017,0.2023,0.114,0.886,0.0,62
239,CNN,Facebook said it would start demoting posts that exploit its algorithm by fishing for user engagement… https://t.co/oIgUynLfaS,Tue Dec 19 12:40:07 +0000 2017,-0.1027,0.0,0.92,0.08,61
240,CNN,"What is positive train control, and could it have prevented the Amtrak crash?
 https://t.co/BsttfwYrX6 https://t.co/PN0bmLaQrJ",Tue Dec 19 12:30:04 +0000 2017,0.25,0.242,0.619,0.139,60
241,CNN,"President Trump's approval rating hits 35%, his worst mark yet in CNN polling by one point. 

His approval ratings… https://t.co/ef8pvI6ctp",Tue Dec 19 12:20:10 +0000 2017,0.2732,0.227,0.623,0.15,59
242,CNN,"A few years ago, this Kenyan farmer was working odd jobs; now he mines cryptocurrencies from his living room… https://t.co/gmJxXfXpaY",Tue Dec 19 12:11:17 +0000 2017,-0.3182,0.0,0.887,0.113,58
243,CNN,The Saudi Arabia-led coalition fighting Houthi rebels in Yemen has said it intercepted a ballistic missile south of… https://t.co/qwo5fT8nSk,Tue Dec 19 12:11:16 +0000 2017,-0.5106,0.0,0.788,0.212,57
244,CNN,"With Doug Jones' upset victory in last week's Alabama US Senate race, Democrats are solidifying a new model for reb… https://t.co/WzD71K1dET",Tue Dec 19 12:10:49 +0000 2017,-0.3818,0.0,0.88,0.12,56
245,CNN,A former Pentagon official who led a recently revealed government program to research potential UFOs said he believ… https://t.co/tdmTC9ulpa,Tue Dec 19 11:55:05 +0000 2017,0.0,0.0,1.0,0.0,55
246,CNN,"The Amtrak train that derailed Monday in Washington state was traveling 80 mph in a 30 mph zone, the NTSB says.

At… https://t.co/4294IGZniB",Tue Dec 19 11:42:09 +0000 2017,-0.34,0.0,0.897,0.103,54
247,CNN,Meet the Kenyan inventors who created an app that can send distress signals to help save lives… https://t.co/zr6Tn8clPU,Tue Dec 19 11:35:06 +0000 2017,0.5423,0.312,0.553,0.134,53
248,CNN,"In Yemen, the markets have food, but children are starving to death https://t.co/VW86bq9ezB",Tue Dec 19 11:26:05 +0000 2017,-0.8765,0.0,0.549,0.451,52
249,CNN,"Just 33% of Americans say they favor Republican proposals to reform the nation's tax code.

55% now oppose it, disa… https://t.co/EYRtdc8hKC",Tue Dec 19 11:20:34 +0000 2017,0.4019,0.119,0.881,0.0,51
250,CNN,These airports have the happiest travelers https://t.co/49Z6jeGRZM https://t.co/f8u1Nc2ZJf,Tue Dec 19 11:17:56 +0000 2017,0.6369,0.375,0.625,0.0,50
251,CNN,This Chinese startup's electric SUV is a lot cheaper than Tesla's https://t.co/LMcPOtnrwS https://t.co/HeVuPha9W1,Tue Dec 19 11:04:36 +0000 2017,0.0,0.0,1.0,0.0,49
252,CNN,"Around 500 runners dressed up as Santa Claus for a charity run in Seoul, South Korea https://t.co/pv60FU2gaY",Tue Dec 19 10:52:05 +0000 2017,0.4215,0.157,0.843,0.0,48
253,CNN,K-pop fans are mourning the death of SHINee singer Kim Jong-hyun who died in an apparent suicide in Seoul… https://t.co/TuQ3XBWhNb,Tue Dec 19 10:38:44 +0000 2017,-0.9423,0.0,0.518,0.482,47
254,CNN,"The Amtrak train that derailed Monday in DuPont, Washington, was traveling 80 mph in a 30 mph zone, according to th… https://t.co/XkKh1ncUvK",Tue Dec 19 10:05:42 +0000 2017,-0.34,0.0,0.893,0.107,46
255,CNN,"Young female executives are still earning less than men. Of the highest-paid executives age 40 and under last year,… https://t.co/4l7jZjeQPY",Tue Dec 19 10:02:02 +0000 2017,0.0,0.0,1.0,0.0,45
256,CNN,"A few years ago, this Kenyan farmer was working odd jobs; now he mines cryptocurrencies from his living room… https://t.co/EQyMtNWddE",Tue Dec 19 09:51:11 +0000 2017,-0.3182,0.0,0.887,0.113,44
257,CNN,"China's embassy in Washington has responded to Trump's new security policy with a statement warning that ""confronta… https://t.co/WsVYzZWHTp",Tue Dec 19 09:25:28 +0000 2017,0.0,0.121,0.758,0.121,43
258,CNN,"Around 500 runners dressed up as Santa Claus for a charity run in Seoul, South Korea https://t.co/3N5pGlBmRt",Tue Dec 19 09:17:43 +0000 2017,0.4215,0.157,0.843,0.0,42
259,CNN,Top architects take us on a tour of Miami’s art deco heritage https://t.co/rsnLkd1QwX (via @CNNStyle) https://t.co/DKEMnPx5UR,Tue Dec 19 09:01:03 +0000 2017,0.2023,0.114,0.886,0.0,41
260,CNN,A former Pentagon official who led a recently revealed government program to research potential UFOs said he believ… https://t.co/NiYvqfuZaL,Tue Dec 19 08:44:06 +0000 2017,0.0,0.0,1.0,0.0,40
261,CNN,Facebook said it would start demoting posts that exploit its algorithm by fishing for user engagement… https://t.co/Rjc7fv29Q6,Tue Dec 19 08:31:03 +0000 2017,-0.1027,0.0,0.92,0.08,39
262,CNN,"The Trump administration is getting its second primetime parody with ""Our Cartoon President,"" an animated Showtime… https://t.co/cEn0dahkDO",Tue Dec 19 08:17:07 +0000 2017,0.0,0.0,1.0,0.0,38
263,CNN,"The Amtrak train that derailed Monday in DuPont, Washington, was traveling 80 mph in a 30 mph zone, according to th… https://t.co/SNWh0pWPti",Tue Dec 19 08:09:06 +0000 2017,-0.34,0.0,0.893,0.107,37
264,CNN,K-pop fans are mourning the death of SHINee singer Kim Jong-hyun who died in an apparent suicide in Seoul… https://t.co/uKU5PtsOjR,Tue Dec 19 08:07:04 +0000 2017,-0.9423,0.0,0.518,0.482,36
265,CNN,These airports have the happiest travelers https://t.co/GcnMo3AFTj https://t.co/kf5EswtXVn,Tue Dec 19 08:01:06 +0000 2017,0.6369,0.375,0.625,0.0,35
266,CNN,Can you imagine disco dancing on a plane or a mid-air gym workout? These ideas were once the future of flight… https://t.co/E7i27st8f7,Tue Dec 19 07:54:53 +0000 2017,0.0,0.0,1.0,0.0,34
267,CNN,An 18-year-old set the world record for the longest blindfolded slackline walk https://t.co/eu4Oz0CCWG https://t.co/ggbo7RkByZ,Tue Dec 19 07:42:57 +0000 2017,0.0,0.0,1.0,0.0,33
268,CNN,"This is 1 of 2 wooden North Korean “ghost ships” which drifted up on a beach in Akita, Japan, carrying the decompos… https://t.co/uzMJyewU24",Tue Dec 19 07:42:52 +0000 2017,0.0,0.0,1.0,0.0,32
269,CNN,President Donald Trump and his administration have been sending a message in recent weeks: Trump's campaign rhetori… https://t.co/7uPSN508ei,Tue Dec 19 07:31:08 +0000 2017,0.0,0.0,1.0,0.0,31
270,CNN,"Firefighters battling one of the biggest blazes in California's history hailed a ""productive day"" as weather condit… https://t.co/jy53Z2sDJF",Tue Dec 19 07:15:02 +0000 2017,-0.0516,0.1,0.789,0.111,30
271,CNN,Top architects join forces to build elaborate Gingerbread City https://t.co/zMqQ8YOrWO (via @CNNStyle) https://t.co/p4DunNRpor,Tue Dec 19 07:01:07 +0000 2017,0.4588,0.267,0.733,0.0,29
272,CNN,An Amtrak train derailed in Washington state killing at least three people and injuring more than 100 others… https://t.co/ZWHwaPculd,Tue Dec 19 06:44:10 +0000 2017,-0.7783,0.0,0.714,0.286,28
