,User,Tweet Data,Date,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
408,The New York Times,"RT @sewellchan: For every gunman and terrorist out there, there are vastly more courageous, selfless and decent people. In a world with all…",Tue Dec 19 16:00:13 +0000 2017,-0.2516,0.13,0.704,0.166,92
409,The New York Times,"Critics loved ""The Last Jedi."" Fans? Less so. We asked you to explain the divide.  https://t.co/afTreGULZN",Tue Dec 19 15:46:04 +0000 2017,0.4019,0.194,0.697,0.109,91
410,The New York Times,"Here's how to read President Trump's national security plan, and what it means https://t.co/9foFc9QAhR",Tue Dec 19 15:31:04 +0000 2017,0.34,0.156,0.844,0.0,90
411,The New York Times,"Stories of sexual harassment in the entertainment industry, media companies and the tech industry have led to swift… https://t.co/bgfDadOr6L",Tue Dec 19 15:19:02 +0000 2017,-0.1779,0.12,0.73,0.15,89
412,The New York Times,"""I honestly think that until we get on the same page, you can't tell a woman about their abuse,"" Minnie Driver said… https://t.co/KUYnZMWkJD",Tue Dec 19 15:11:04 +0000 2017,0.4588,0.125,0.875,0.0,88
413,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/HjV6EgG75m https://t.co/5gmlkUDVxw,Tue Dec 19 15:00:25 +0000 2017,0.0,0.0,1.0,0.0,87
414,The New York Times,"Now appearing at Disney World's Hall of Presidents: Donald Trump. And, yes, he speaks. https://t.co/CVVPRIkhO7",Tue Dec 19 14:50:05 +0000 2017,0.4019,0.162,0.838,0.0,86
415,The New York Times,Opinion: The weirdest presidential highlights of 2017 https://t.co/uLCbVmYHW7,Tue Dec 19 14:31:11 +0000 2017,-0.2263,0.0,0.787,0.213,85
416,The New York Times,RT @nytimesarts: Hip-hop changes. Eminem doesn’t. https://t.co/B1x72OJX0D https://t.co/pOifWniL5x,Tue Dec 19 14:21:04 +0000 2017,0.0,0.0,1.0,0.0,84
417,The New York Times,Opinion: How Hollywood blockbusters explain American politics https://t.co/njm6Z0AMag,Tue Dec 19 14:10:05 +0000 2017,0.0,0.0,1.0,0.0,83
418,The New York Times,"""It felt like the end of the world, and I was standing amid the wreckage"" https://t.co/dkPoqKGQvu",Tue Dec 19 14:00:29 +0000 2017,0.3612,0.152,0.848,0.0,82
419,The New York Times,"Jerry Richardson, the owner of the Carolina Panthers, is about to cash in on his abuse https://t.co/pzRic4R7Vf",Tue Dec 19 13:51:03 +0000 2017,-0.6369,0.0,0.792,0.208,81
420,The New York Times,"The Times will track how every representative votes on the tax bill, live from the House chamber https://t.co/s1wkXMgJP9",Tue Dec 19 13:41:08 +0000 2017,0.0,0.0,1.0,0.0,80
421,The New York Times,Major news events in 2017 were big — often big enough to be seen from far above https://t.co/yfjxTAcIq2,Tue Dec 19 13:31:02 +0000 2017,0.0,0.0,1.0,0.0,79
422,The New York Times,"At 79, Gus Solomons Jr. is still a commanding dancer. ""I am playing the instrument as hard as it can be played, giv… https://t.co/hlzy9z4bU2",Tue Dec 19 13:19:04 +0000 2017,0.4215,0.164,0.781,0.055,78
423,The New York Times,Microsoft said that it had eliminated forced arbitration agreements with employees who make sexual harassment claims https://t.co/iTysVBGOgr,Tue Dec 19 13:10:07 +0000 2017,-0.6597,0.093,0.619,0.288,77
424,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/fA2KQTPxB1 https://t.co/ZUFJsaXvJq,Tue Dec 19 13:00:13 +0000 2017,0.0,0.0,1.0,0.0,76
425,The New York Times,"Trevor Noah said that while Trump's conduct worried him, ""I also wake up knowing he's going to make me laugh."" Late… https://t.co/ZUkdF0frjZ",Tue Dec 19 12:50:09 +0000 2017,-0.296,0.0,0.905,0.095,75
426,The New York Times,"The Amtrak train was going more than twice the speed limit when it derailed south of Seattle, officials said https://t.co/vnQbu4zOwl",Tue Dec 19 12:40:03 +0000 2017,-0.34,0.0,0.888,0.112,74
427,The New York Times,"Trump falsely called the $700 billion defense policy bill for 2018 ""a record"" https://t.co/503JcOPZ7B",Tue Dec 19 12:29:01 +0000 2017,0.128,0.103,0.897,0.0,73
428,The New York Times,One of Trump's federal judge nominees has withdrawn after he was unable to answer basic questions during his confir… https://t.co/XeCHeCXQGr,Tue Dec 19 12:20:08 +0000 2017,0.0,0.0,1.0,0.0,72
429,The New York Times,Video: These dancers are keeping the New York City's legendary vogue scene on the map https://t.co/mUL7oFbLqk,Tue Dec 19 12:11:05 +0000 2017,0.0,0.0,1.0,0.0,71
430,The New York Times,The men who tend to the bodies of the unclaimed dead of Port-au-Prince tell their stories https://t.co/8GzEC7Xeko,Tue Dec 19 11:57:05 +0000 2017,-0.6486,0.0,0.788,0.212,70
431,The New York Times,Puerto Rico's governor has ordered a recount of deaths from Hurricane Maria. The official toll is 64; a Times analy… https://t.co/QFUjs139oU,Tue Dec 19 11:45:12 +0000 2017,0.0,0.0,1.0,0.0,69
432,The New York Times,Morning Briefing: Here's what you need to know to start your day https://t.co/ngZ0rcpj8b https://t.co/T0ufHOQNOH,Tue Dec 19 11:30:07 +0000 2017,0.0,0.0,1.0,0.0,68
433,The New York Times,A district in southern Afghanistan that is largely controlled by the Taliban has the sad distinction of being the p… https://t.co/hOMk8vXJUk,Tue Dec 19 11:16:05 +0000 2017,-0.4767,0.0,0.86,0.14,67
434,The New York Times,A decade-long struggle by 11 women who were sexually attacked and tortured by officers has cast a shadow over Mexic… https://t.co/roA5Cbwjje,Tue Dec 19 11:00:14 +0000 2017,-0.836,0.0,0.643,0.357,66
435,The New York Times,"Austria's new chancellor is now Europe’s youngest leader after joining forces with the Freedom Party, founded by ne… https://t.co/gXIfshmOor",Tue Dec 19 10:45:03 +0000 2017,0.7845,0.289,0.711,0.0,65
436,The New York Times,"China will create a national market to clean up its power sector, putting it in a leading position on the issue as… https://t.co/8GWnL4ZH1h",Tue Dec 19 10:30:16 +0000 2017,0.5859,0.202,0.798,0.0,64
437,The New York Times,"""I honestly think that until we get on the same page, you can't tell a woman about their abuse,"" Minnie Driver said… https://t.co/Gy4BWGta2F",Tue Dec 19 10:15:09 +0000 2017,0.4588,0.125,0.875,0.0,63
438,The New York Times,An Uber driver has been arrested in connection with the killing of a British diplomat in Beirut https://t.co/Y9IuevRFu0,Tue Dec 19 10:00:14 +0000 2017,-0.8176,0.0,0.667,0.333,62
439,The New York Times,"RT @nytimesworld: Let’s face it: We cover a lot of death, despair and suffering. So we put together 19 acts of heroism from our pages in 20…",Tue Dec 19 09:44:03 +0000 2017,-0.6705,0.108,0.627,0.265,61
440,The New York Times,Opinion: America's blind eye to Honduras's tyrant https://t.co/iNokP82Iwg,Tue Dec 19 09:32:00 +0000 2017,-0.4019,0.0,0.722,0.278,60
441,The New York Times,RT @nytimesworld: A new study finds little evidence of Russian interference in the Brexit referendum https://t.co/NBUjLdLKMf,Tue Dec 19 09:16:03 +0000 2017,0.0,0.0,1.0,0.0,59
442,The New York Times,"The Republican tax plan soaks some of rich Americans — but it does not soak the richest, @andrewrsorkin writes https://t.co/rFAwEWbHzE",Tue Dec 19 08:59:03 +0000 2017,-0.3322,0.1,0.74,0.16,58
443,The New York Times,"2 undocumented immigrants in U.S. custody must be allowed to have abortions, a federal judge ruled, saying the gove… https://t.co/zcF5K3xEwj",Tue Dec 19 08:45:10 +0000 2017,0.0,0.0,1.0,0.0,57
444,The New York Times,"RT @MujMash: Sayed Basam Pacha, an Afghan police lieutenant who saved many other lives by sacrificing his own in tackling a suicide bomber,…",Tue Dec 19 08:30:10 +0000 2017,-0.4019,0.103,0.733,0.165,56
445,The New York Times,"Fact Check: President Trump misleadingly said that billions of dollars are ""pouring"" into NATO at his urging and in… https://t.co/o8tsTzJlZy",Tue Dec 19 08:15:10 +0000 2017,0.0,0.0,1.0,0.0,55
446,The New York Times,"A list of recent derailments shows that Amtrak is not always great at keeping trains on tracks, or at keeping those… https://t.co/wrwxHQ2csz",Tue Dec 19 07:59:02 +0000 2017,-0.5096,0.0,0.859,0.141,54
447,The New York Times,An academic study finds little evidence of Russian interference in the Brexit referendum https://t.co/lPmzajbsGK,Tue Dec 19 07:45:06 +0000 2017,0.0,0.0,1.0,0.0,53
448,The New York Times,"Now appearing at Disney World's Hall of Presidents: Donald Trump. And, yes, he speaks. https://t.co/RT3LwP3bBc",Tue Dec 19 07:30:05 +0000 2017,0.4019,0.162,0.838,0.0,52
449,The New York Times,Latin America’s political right is on a decisive winning streak https://t.co/TSMhggFbMV,Tue Dec 19 07:15:07 +0000 2017,0.6486,0.398,0.602,0.0,51
450,The New York Times,The man who tried to blow himself up in a New York City subway station this month had recently visited a Rohingya r… https://t.co/0zzatPnzoo,Tue Dec 19 06:59:02 +0000 2017,0.0,0.0,1.0,0.0,50
451,The New York Times,"William V. Harris, a longtime Columbia professor, has retired as part of the settlement of a sexual harassment laws… https://t.co/dvXVHny8er",Tue Dec 19 06:45:08 +0000 2017,-0.5423,0.0,0.829,0.171,49
452,The New York Times,The Trump administration accused North Korea of creating the WannaCry cyberattack that placed ransomware on compute… https://t.co/MIyeFGjonP,Tue Dec 19 06:31:02 +0000 2017,0.0,0.113,0.773,0.113,48
453,The New York Times,RT @joshhaner: Everest as you've never seen it before.  Incredible piece of journalism by @johnbranchnyt that I got to be a part of https:/…,Tue Dec 19 06:17:01 +0000 2017,0.0,0.0,1.0,0.0,47
454,The New York Times,What do you find when you dig under Rome? Peach pits from Persia and extinct straight-tusked elephants for a start. https://t.co/f8YJHRqnmq,Tue Dec 19 06:02:05 +0000 2017,0.0,0.0,1.0,0.0,46
455,The New York Times,RT @nytopinion: Are Republicans just looking for a legislative victory? Do they really believe tax cuts will unleash a huge economic boom?…,Tue Dec 19 05:47:05 +0000 2017,-0.134,0.099,0.778,0.122,45
456,The New York Times,She was found dead after leaving a party in Beirut. A driver for Uber in Lebanon has been arrested in connection wi… https://t.co/mTsXWXr5cz,Tue Dec 19 05:32:05 +0000 2017,-0.6908,0.096,0.641,0.263,44
457,The New York Times,"After years of criticizing and even threatening to abolish the IRS, Republicans must now rely on it to implement th… https://t.co/HvgOho0WPb",Tue Dec 19 05:17:00 +0000 2017,-0.7096,0.0,0.763,0.237,43
458,The New York Times,How The New York Times’s crossword puzzle got its start — in a time of war https://t.co/e85ZBrroQv,Tue Dec 19 05:02:02 +0000 2017,-0.5994,0.0,0.782,0.218,42
459,The New York Times,"RT @nytpolitics: Mike Pence is pushing back his long-planned trip to the Middle East, citing the vote on the tax overhaul legislation this…",Tue Dec 19 04:47:05 +0000 2017,0.0,0.0,1.0,0.0,41
460,The New York Times,"How to save time, money and your sanity while on the road: Travel tips from 2017 https://t.co/fbIYQrE7rs",Tue Dec 19 04:32:04 +0000 2017,0.4939,0.167,0.833,0.0,40
461,The New York Times,"RT @nytgraphics: An Amtrak train derailed in Washington State, killing at least 3 people. Where the train derailed, and its former route: h…",Tue Dec 19 04:17:02 +0000 2017,-0.8481,0.0,0.674,0.326,39
462,The New York Times,Auto industry is betting billions that electric vehicles will soon be as cheap as conventional cars https://t.co/92Cy7nEtJh,Tue Dec 19 04:02:05 +0000 2017,0.0,0.0,1.0,0.0,38
463,The New York Times,"In Jackson, a new Mississippi Civil Rights Museum does not sugarcoat history, nor does it offer closure.https://t.co/ipfVa7Dle0",Tue Dec 19 03:47:02 +0000 2017,0.0,0.0,1.0,0.0,37
464,The New York Times,"RT @nytimesarts: Turns out a lot of you really didn't like ""The Last Jedi"" https://t.co/jQ2HbOgFvW",Tue Dec 19 03:32:03 +0000 2017,-0.3374,0.0,0.845,0.155,36
465,The New York Times,"It seems counterintuitive, but sometimes if you pay taxes in one year instead of another, you can come out ahead https://t.co/HYkjMTpEs6",Tue Dec 19 03:17:05 +0000 2017,-0.1531,0.0,0.926,0.074,35
466,The New York Times,Why the new blood pressure guidelines could lead to harm https://t.co/GoEyeTBGsJ,Tue Dec 19 03:02:04 +0000 2017,-0.6908,0.0,0.612,0.388,34
467,The New York Times,"RT @nytvideo: ""Vogueing is an art where you can feel comfortable in yourself."" Watch: https://t.co/Z3EYpHdh7x https://t.co/DOID8Ue6Fx",Tue Dec 19 02:47:06 +0000 2017,0.5106,0.18,0.82,0.0,33
468,The New York Times,One of Trump’s federal judge nominees has withdrawn after he was unable to answer basic legal questions during his… https://t.co/fHCfNEUpLz,Tue Dec 19 02:32:03 +0000 2017,0.128,0.073,0.927,0.0,32
469,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/0tKXBgg16Y,Tue Dec 19 02:16:02 +0000 2017,0.0,0.0,1.0,0.0,31
470,The New York Times,"""I must see him again."" https://t.co/SdgcrD7rf6 https://t.co/pqKyxJ6qHL",Tue Dec 19 02:00:54 +0000 2017,0.0,0.0,1.0,0.0,30
471,The New York Times,"The third reason was financial. Legally, in India, Goutam was considered a missing person. Only when a body was pro… https://t.co/5d7xdfBYw3",Tue Dec 19 01:53:15 +0000 2017,-0.2023,0.068,0.825,0.107,29
472,The New York Times,The second reason was religious. Hindus believe that the body is a temporary vessel for the soul. Once the soul is… https://t.co/9rqwapB1f6,Tue Dec 19 01:48:42 +0000 2017,0.0,0.0,1.0,0.0,28
473,The New York Times,"There were 3 major reasons the Ghosh family desperately wanted his body returned.

The first reason was emotional.… https://t.co/ZG41W6E72v",Tue Dec 19 01:46:37 +0000 2017,-0.3818,0.0,0.867,0.133,27
474,The New York Times,Chandana left their calendar turned to May 2016. That was when time stopped. That’s what happens when the body is l… https://t.co/vf5vSe6qQB,Tue Dec 19 01:41:47 +0000 2017,-0.2263,0.0,0.917,0.083,26
475,The New York Times,"The thought of Goutam somewhere up there — alone and frozen, or maybe wandering around the Himalayas lost and cryin… https://t.co/FUV9i5P1UY",Tue Dec 19 01:33:38 +0000 2017,-0.5106,0.0,0.807,0.193,25
476,The New York Times,There was a poster of Mount Everest in the bedroom that Goutam Ghosh shared with his wife Chandana. It hung there f… https://t.co/dY3zV90gTH,Tue Dec 19 01:28:02 +0000 2017,0.34,0.103,0.897,0.0,24
477,The New York Times,"RT @SominiSengupta: What do these 11 women have in common: audacity.
https://t.co/J9PQX4xJEf",Tue Dec 19 01:17:01 +0000 2017,0.0,0.0,1.0,0.0,23
478,The New York Times,John Skipper: “The most important thing I can do right now is to take care of my problem” https://t.co/LNcoNO4eMn,Tue Dec 19 01:02:01 +0000 2017,0.6478,0.249,0.751,0.0,22
479,The New York Times,"Opinion: ""If you’re looking for a New Year’s resolution, I have to tell you: This one’s great,"" Ann Patchett writes https://t.co/nGqtsPv65g",Tue Dec 19 00:47:03 +0000 2017,0.0,0.0,1.0,0.0,21
480,The New York Times,Figure out where your taxes are going with our interactive calculator https://t.co/fXfdAsVlla,Tue Dec 19 00:33:04 +0000 2017,0.0,0.0,1.0,0.0,20
481,The New York Times,"RT @nytimesbusiness: One of the biggest hurdles facing electric cars is ""range"" — how far they can go before needing a charge https://t.co/…",Tue Dec 19 00:17:03 +0000 2017,0.0,0.0,1.0,0.0,19
482,The New York Times,"In the last record of him alive, Goutam Ghosh stared into his camera in the “the death zone” of Mount Everest. The… https://t.co/jh3a4x1RJs",Tue Dec 19 00:09:19 +0000 2017,-0.3182,0.095,0.764,0.142,18
483,The New York Times,"Four TV shows to watch this week, from @Watching: https://t.co/tiKtuXjUXz",Tue Dec 19 00:02:04 +0000 2017,0.0,0.0,1.0,0.0,17
484,The New York Times,Evening Briefing: Here's what you need to know at the end of the day https://t.co/aVZG8U0krr,Mon Dec 18 23:47:04 +0000 2017,0.0,0.0,1.0,0.0,16
485,The New York Times,These devotees — they call themselves “Potheads” — use their Instant Pots for virtually every kitchen task imaginab… https://t.co/PBYgcWP5gY,Mon Dec 18 23:32:05 +0000 2017,0.128,0.086,0.914,0.0,15
486,The New York Times,"RT @thomaskaplan: Another Republican NO vote on the final tax bill: Rep. Chris Smith of New Jersey will vote against it, his office says.",Mon Dec 18 23:22:06 +0000 2017,-0.4466,0.0,0.887,0.113,14
487,The New York Times,"At least 6 people were killed and dozens injured in the Amtrak derailment in Washington State, officials said
https://t.co/HB7xHRWCFQ",Mon Dec 18 23:14:54 +0000 2017,-0.802,0.0,0.69,0.31,13
488,The New York Times,Archaeological finds from construction of Rome's new subway line tell a colorful story of an ancient past https://t.co/pzfMFZ2eTo,Mon Dec 18 23:02:04 +0000 2017,0.0,0.0,1.0,0.0,12
489,The New York Times,"RT @JohnBranchNYT: Thanks to all for reading/looking at our story. And to those who helped tell it, especially the families in India. The s…",Mon Dec 18 22:47:03 +0000 2017,0.4404,0.112,0.888,0.0,11
490,The New York Times,It looked like any other exercise class. Except for the lightsabers. https://t.co/tHLdZ1eVhm,Mon Dec 18 22:32:06 +0000 2017,0.3612,0.185,0.815,0.0,10
491,The New York Times,Want to know how the tax bill will affect you? Answer these questions to find out. https://t.co/sfljtgCbUh,Mon Dec 18 22:17:04 +0000 2017,0.0772,0.075,0.925,0.0,9
492,The New York Times,"This coming year, let’s resolve to set better resolutions. (Sorry, sorry, we know.) https://t.co/j4jigJ1tjC",Mon Dec 18 22:00:20 +0000 2017,0.6369,0.309,0.618,0.073,8
493,The New York Times,"RT @nytopinion: ""Our government is going into debt to transfer more wealth to the wealthy. This is crazy and irresponsible."" https://t.co/g…",Mon Dec 18 21:45:15 +0000 2017,0.2716,0.215,0.609,0.176,7
494,The New York Times,House Democrats will choose between 2 representatives to lead the Judiciary Committee. Both have impeachment on the… https://t.co/2pPyQYqJMp,Mon Dec 18 21:31:06 +0000 2017,0.0,0.0,1.0,0.0,6
495,The New York Times,Why doesn't the NFL use tracking technology for first down calls? https://t.co/9iKqA6LGyy,Mon Dec 18 21:16:04 +0000 2017,0.0,0.0,1.0,0.0,5
496,The New York Times,"RT @NYTNational: “I think most Americans would be outraged to know that they are subsidizing sexual predators in the tax code"" https://t.co…",Mon Dec 18 21:03:34 +0000 2017,-0.5423,0.0,0.857,0.143,4
497,The New York Times,The U.S. vetoed a U.N. resolution that demanded Trump rescind his decision to recognize Jerusalem as Israel’s capit… https://t.co/LsTPxMBQIs,Mon Dec 18 20:46:56 +0000 2017,-0.2263,0.0,0.899,0.101,3
498,The New York Times,Republicans return to Congress with a victory in sight on their long-awaited tax bill. They have little room for de… https://t.co/G1imY9swrs,Mon Dec 18 20:31:09 +0000 2017,0.0,0.0,1.0,0.0,2
499,The New York Times,The Coast Guard is retrieving boats that were displaced in the U.S. Virgin Islands during Hurricanes Irma and Maria… https://t.co/kuclr8ksxl,Mon Dec 18 20:17:12 +0000 2017,0.0,0.0,1.0,0.0,1
